item,zone,word,mean_RT,std_RT,n_observations,word_length,word_lower,word_freq,gpt3_surprisal,log_freq,freq_bin,lemma,lemma_length,lemma_freq,log_lemma_freq
1,22,as,395.43023255813955,236.74739780905097,86,2,as,330597873204.0,2.4277842708273076,11.519300055350662,"(11.368, 12.314]",as,2,34051580940012.0,13.532137280054535
1,23,high,414.5977011494253,280.12573836936053,87,4,high,2198895160.0,0.85159579113,9.342204523546972,"(8.683, 9.457]",high,4,19912395156.0,10.299123502162296
1,24,as,390.95348837209303,249.3493607242065,86,2,as,330597873204.0,2.4277842708273076,11.519300055350662,"(11.368, 12.314]",as,2,34051580940012.0,13.532137280054535
1,26,It,457.3452380952381,338.4947008553775,84,2,it,224990635397.0,2.3476733563252172,11.352164442201978,"(10.963, 11.368]",it,2,22949044810494.0,13.360764613961985
1,27,is,399.92857142857144,274.3783240637037,84,2,is,222590526750.0,1.227762287,11.347506677216511,"(10.963, 11.368]",be,2,163261069828920.0,14.21288263804895
1,28,in,325.2470588235294,161.35570775702453,85,2,in,1410089310634.0,2.173341200590385,12.149246620377085,"(11.368, 12.314]",in,2,212923485905734.0,14.328223567669948
1,29,this,318.2674418604651,134.34953748195127,86,4,this,55374642524.0,2.5548914819117647,10.743310935620814,"(10.331, 10.963]",this,4,1716613918244.0,12.234672629447497
1,30,valley,341.22352941176473,263.1177708641851,85,6,valley,38729601.0,2.403416883333333,7.58804303403509,"(7.37, 8.002]",valley,6,116188803.0,8.065164281279085
1,31,where,375.8,269.7199959040416,85,5,where,7773517048.0,3.3593477215,9.89061755540129,"(9.457, 10.331]",where,5,147696823912.0,11.169371156301192
1,32,you,363.1294117647059,322.15652762487446,85,3,you,49578181874.0,1.347070699671795,10.69529059632989,"(10.331, 10.963]",you,3,1338610910598.0,12.126654360480442
1,33,would,365.4367816091954,269.7873711057028,87,5,would,27161902660.0,2.551899175,10.433960188518308,"(10.331, 10.963]",would,5,760533274480.0,11.881118219845108
1,34,find,323.5581395348837,148.06831528653274,86,4,find,1494811425.0,1.5937366313333332,9.17458640883895,"(8.683, 9.457]",find,4,29368019751.0,10.467874663588743
1,35,the,305.32941176470587,124.57445547937661,85,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,36,city,355.85714285714283,310.35545664034515,84,4,city,457483608.0,4.384153683333333,8.660375538515309,"(8.002, 8.683]",city,4,2744901648.0,9.43852678810786
1,37,of,320.2988505747126,155.7220328350852,87,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,39,where,440.5764705882353,284.25844948997127,85,5,where,7773517048.0,3.3593477215,9.89061755540129,"(9.457, 10.331]",where,5,147696823912.0,11.169371156301192
1,40,once,377.3095238095238,159.59451451986297,84,4,once,399127863.0,3.4211166133333335,8.60111204790186,"(8.002, 8.683]",once,4,1197383589.0,9.078233301896118
1,41,a,353.95402298850576,158.97629690558722,87,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,42,thousand,397.41379310344826,260.3918581821215,87,8,thousand,72788010.0,3.48254058,7.862059852042082,"(7.37, 8.002]",thousand,8,264104020.0,8.421775013417518
1,43,spinning,455.13953488372096,270.30071109526267,86,8,spinning,7002125.0,7.4668223000000005,6.845229921426497,"(5.513999999999999, 7.37]",spin,4,18551609.0,7.26838160579874
1,45,that,539.3176470588236,288.1306834689817,85,4,that,881997224623.0,2.0623257543611113,11.945467218541822,"(11.368, 12.314]",that,4,152585519859779.0,14.183513321670127
1,47,and,432.3139534883721,216.91382195690238,86,3,and,4411758534679.0,1.6095570581869354,12.644611734519332,"(12.314, 12.645]",and,3,1332351077473058.0,15.124618677476384
1,49,spun,414.81176470588235,212.18357360446876,85,4,spun,3310647.0,6.0072727,6.519913007455701,"(5.513999999999999, 7.37]",spin,4,18551609.0,7.26838160579874
1,50,wool,453.9647058823529,319.8948282177257,85,4,wool,5189739.0,2.3793252,6.715145600739837,"(5.513999999999999, 7.37]",wool,4,5189739.0,6.715145600739837
1,51,into,426.8720930232558,201.79300964466057,86,4,into,22159507869.0,2.1951662632258064,10.34556011112333,"(10.331, 10.963]",into,4,686944743939.0,11.836921804938635
1,52,money,392.5595238095238,191.72409588872455,84,5,money,222872520.0,4.331497425,8.348056525574288,"(8.002, 8.683]",money,5,445745040.0,8.649086520263959
1,53,for,384.2068965517241,165.90927318455925,87,3,for,282476924066.0,1.833892506542838,11.45098297548395,"(11.368, 12.314]",for,3,20338338532752.0,13.308315471913701
1,54,the,385.4712643678161,161.87519159226946,87,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,56,mill,441.19767441860466,226.71935591711005,86,4,mill,32515504.0,2.937579312,7.512090503446492,"(7.37, 8.002]",mill,4,130062016.0,8.114150484757053
1,58,That,480.58620689655174,304.5947575372335,87,4,that,881997224623.0,2.0623257543611113,11.945467218541822,"(11.368, 12.314]",that,4,152585519859779.0,14.183513321670127
1,59,all,415.6896551724138,184.62459146999112,87,3,all,44181533061.0,3.0543763152860466,10.645240781449756,"(10.331, 10.963]",all,3,1767261322440.0,12.247300772768135
1,60,mill,439.01149425287355,246.73460434771806,87,4,mill,32515504.0,2.937579312,7.512090503446492,"(7.37, 8.002]",mill,4,130062016.0,8.114150484757053
1,61,owners,429.5287356321839,269.69098764294034,87,6,owners,45182768.0,1.003013429,7.654972842887365,"(7.37, 8.002]",owner,5,90365536.0,7.956002833745372
1,62,were,381.5287356321839,167.89329661538846,87,4,were,85095853740.0,1.5463180812983872,10.929908399787612,"(10.331, 10.963]",be,2,163261069828920.0,14.21288263804895
1,63,generally,387.19767441860466,148.16475883027624,86,9,generally,229225113.0,4.142496424333333,8.360262197388353,"(8.002, 8.683]",generally,9,687675339.0,8.837383450844936
1,64,busy,378.5402298850575,141.43671479842067,87,4,busy,48817359.0,7.265933533333333,7.688574289451642,"(7.37, 8.002]",busy,4,146452077.0,8.16569553824043
1,65,as,369.51190476190476,144.92794171692387,84,2,as,330597873204.0,2.4277842708273076,11.519300055350662,"(11.368, 12.314]",as,2,34051580940012.0,13.532137280054535
1,67,and,359.7906976744186,151.9673429530615,86,3,and,4411758534679.0,1.6095570581869354,12.644611734519332,"(12.314, 12.645]",and,3,1332351077473058.0,15.124618677476384
1,68,quite,362.5057471264368,175.9587605994733,87,5,quite,583633872.0,3.8328937,8.766140489578648,"(8.683, 9.457]",quite,5,3501803232.0,9.54429173934219
1,69,pleased,385.735632183908,182.03637892044486,87,7,pleased,40585608.0,6.885878566666666,7.608372067079153,"(7.37, 8.002]",please,6,121756824.0,8.085493314665014
1,70,with,343.93023255813955,125.66760925718238,86,4,with,233185540128.0,1.9510711567041668,11.367701616254697,"(10.963, 11.368]",with,4,15856616728704.0,13.200210528959099
1,71,themselves,370.37931034482756,168.49644543758254,87,10,themselves,375888528.0,0.7487439886666668,8.575059072540054,"(8.002, 8.683]",themselves,10,1127665584.0,9.052180326489463
1,72,for,371.47058823529414,159.52388895854875,85,3,for,282476924066.0,1.833892506542838,11.45098297548395,"(11.368, 12.314]",for,3,20338338532752.0,13.308315471913701
1,73,being,349.0581395348837,134.79852980967885,86,5,being,2350314940.0,2.415234944142857,9.371126061409601,"(8.683, 9.457]",be,2,163261069828920.0,14.21288263804895
1,74,so,339.4651162790698,124.7920338402509,86,2,so,24324453491.0,2.803866844054054,10.386043091568345,"(10.331, 10.963]",so,2,875680325676.0,11.942345592318274
1,75,successful,345.9647058823529,147.18230087845734,85,10,successful,47875281.0,3.2358975,7.6801113451110545,"(7.37, 8.002]",successful,10,47875281.0,7.6801113451110545
1,76,and,380.4767441860465,271.57972404365523,86,3,and,4411758534679.0,1.6095570581869354,12.644611734519332,"(12.314, 12.645]",and,3,1332351077473058.0,15.124618677476384
1,77,well,362.9529411764706,167.00890380329977,85,4,well,3499402816.0,0.8106008265104583,9.543993937090272,"(9.457, 10.331]",well,4,35197664075.0,10.546513842098415
1,78,off,361.2738095238095,193.6320166191828,84,3,off,1519603176.0,2.4022892571428573,9.181730192853285,"(8.683, 9.457]",off,3,10637222232.0,10.026828232622575
1,79,was,357.0919540229885,186.19935754041413,87,3,was,703498753709.0,1.2721500073913043,11.847263332392869,"(11.368, 12.314]",be,2,163261069828920.0,14.21288263804895
1,80,known,353.41379310344826,143.70217519709055,87,5,known,1020784128.0,3.2116820714285716,9.008933909083488,"(8.683, 9.457]",know,4,28230825414.0,10.45072357626733
1,81,to,357.0232558139535,147.02956699402822,86,2,to,3126025745885.0,1.0622783505768925,12.494992550538631,"(12.314, 12.645]",to,2,778380410725365.0,14.89119189763423
1,82,the,344.45348837209303,148.28697590477128,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,83,residents,381.80232558139534,246.9936326765598,86,9,residents,16454946.0,5.0201755,7.2162964878066544,"(5.513999999999999, 7.37]",resident,8,16454946.0,7.2162964878066544
1,84,of,365.5,190.69370266291995,86,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,86,and,399.61176470588236,180.93178760158722,85,3,and,4411758534679.0,1.6095570581869354,12.644611734519332,"(12.314, 12.645]",and,3,1332351077473058.0,15.124618677476384
1,87,if,367.6309523809524,143.64906868483973,84,2,if,6679393671.0,3.474217766,9.82473704079051,"(9.457, 10.331]",if,2,73473330381.0,10.866129725889625
1,88,you,328.6860465116279,121.23378112293008,86,3,you,49578181874.0,1.347070699671795,10.69529059632989,"(10.331, 10.963]",you,3,1338610910598.0,12.126654360480442
1,89,were,329.86206896551727,133.0653076599846,87,4,were,85095853740.0,1.5463180812983872,10.929908399787612,"(10.331, 10.963]",be,2,163261069828920.0,14.21288263804895
1,90,to,331.6046511627907,161.7787362650727,86,2,to,3126025745885.0,1.0622783505768925,12.494992550538631,"(12.314, 12.645]",to,2,778380410725365.0,14.89119189763423
1,91,go,315.4186046511628,118.67329994730503,86,2,go,2449832121.0,2.285402324818182,9.389136324777981,"(8.683, 9.457]",go,2,45690868081.0,10.65982940930633
1,92,into,344.7931034482759,178.99533175223823,87,4,into,22159507869.0,2.1951662632258064,10.34556011112333,"(10.331, 10.963]",into,4,686944743939.0,11.836921804938635
1,93,the,332.2823529411765,131.5224597662665,85,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,94,city,326.1294117647059,121.61931122459579,85,4,city,457483608.0,4.384153683333333,8.660375538515309,"(8.002, 8.683]",city,4,2744901648.0,9.43852678810786
1,95,to,319.5833333333333,108.01419009113653,84,2,to,3126025745885.0,1.0622783505768925,12.494992550538631,"(12.314, 12.645]",to,2,778380410725365.0,14.89119189763423
1,96,visit,319.0813953488372,124.54483861752516,86,5,visit,79366002.0,2.2934083999999997,7.899634509085349,"(7.37, 8.002]",visit,5,185185443.0,8.267606847146576
1,97,the,330.9186046511628,131.82360898218843,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,99,City,393.69767441860466,226.19684658786196,86,4,city,457483608.0,4.384153683333333,8.660375538515309,"(8.002, 8.683]",city,4,2744901648.0,9.43852678810786
1,101,you,395.39080459770116,244.11931682006218,87,3,you,49578181874.0,1.347070699671795,10.69529059632989,"(10.331, 10.963]",you,3,1338610910598.0,12.126654360480442
1,102,would,334.367816091954,153.21804761496773,87,5,would,27161902660.0,2.551899175,10.433960188518308,"(10.331, 10.963]",would,5,760533274480.0,11.881118219845108
1,103,see,327.7931034482759,124.41940867167833,87,3,see,4132337118.0,1.3127912311111112,9.616195744345456,"(9.457, 10.331]",see,3,53293656045.0,10.726675514689008
1,104,there,333.4418604651163,124.33717012279558,86,5,there,13084861448.0,3.3038965259090904,10.116769128408583,"(9.457, 10.331]",there,5,235527506064.0,11.372041633480544
1,105,the,341.1162790697674,144.21074599795227,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,106,Crest,391.2298850574713,187.9107099407901,87,5,crest,463038.0,11.374884,5.665617571517919,"(5.513999999999999, 7.37]",crest,5,463038.0,5.665617571517919
1,107,of,381.24418604651163,158.60153074304034,86,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,108,the,333.6385542168675,120.33850409829734,83,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,109,City,341.7142857142857,131.56395406921698,84,4,city,457483608.0,4.384153683333333,8.660375538515309,"(8.002, 8.683]",city,4,2744901648.0,9.43852678810786
1,110,of,353.95348837209303,137.88749949542148,86,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,112,which,387.5882352941176,157.64504236972854,85,5,which,45720058230.0,2.1174089368766666,10.660106774859418,"(10.331, 10.963]",which,5,1371601746900.0,12.137228029569899
1,113,those,374.15294117647056,184.61643028325565,85,5,those,1999858689.0,3.7960465666666665,9.300999309503284,"(8.683, 9.457]",those,5,11999152134.0,10.079150559705958
1,114,same,356.63529411764705,159.42529576567202,85,4,same,718508286.0,1.81106632,8.856431781485716,"(8.683, 9.457]",same,4,1437016572.0,9.157461776847478
1,115,mill,394.0919540229885,173.3498701835367,87,4,mill,32515504.0,2.937579312,7.512090503446492,"(7.37, 8.002]",mill,4,130062016.0,8.114150484757053
1,116,owners,350.5,123.71302180735009,86,6,owners,45182768.0,1.003013429,7.654972842887365,"(7.37, 8.002]",owner,5,90365536.0,7.956002833745372
1,117,created,380.0581395348837,154.04532218119996,86,7,created,132996750.0,3.444738385,8.123841031643728,"(8.002, 8.683]",create,6,265993500.0,8.424871025674983
1,118,to,360.83720930232556,130.0572598299431,86,2,to,3126025745885.0,1.0622783505768925,12.494992550538631,"(12.314, 12.645]",to,2,778380410725365.0,14.89119189763423
1,119,celebrate,371.52941176470586,160.16127201424598,85,9,celebrate,5405526.0,2.5986235,6.732838040941476,"(5.513999999999999, 7.37]",celebrate,9,7793625.0,6.89173956106234
1,120,their,342.9529411764706,131.6126084821838,85,5,their,26382781110.0,1.9451908927857142,10.421320574284572,"(10.331, 10.963]",their,5,554038403310.0,11.743539869002815
1,122,It,419.1860465116279,217.14974565562744,86,2,it,224990635397.0,2.3476733563252172,11.352164442201978,"(10.963, 11.368]",it,2,22949044810494.0,13.360764613961985
1,123,shows,388.62068965517244,178.09647512143985,87,5,shows,81659919.0,2.0062137,7.9120089501207085,"(7.37, 8.002]",show,4,2829673263.0,9.451736291413358
1,124,a,338.9080459770115,106.26378238203924,87,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,125,sinister,380.2906976744186,207.81840864387405,86,8,sinister,2085885.0,11.041327,6.319290569227695,"(5.513999999999999, 7.37]",sinister,8,2085885.0,6.319290569227695
1,126,looking,426.8837209302326,208.52052620670514,86,7,looking,468376128.0,3.6350540499999995,8.670594752950809,"(8.002, 8.683]",look,4,29162585914.0,10.464826031265348
1,128,head,406.3837209302326,170.5846809620751,86,4,head,2219593932.0,1.672407760235294,9.34627352905066,"(8.683, 9.457]",head,4,26656462686.0,10.425802518017022
1,129,sitting,424.8390804597701,268.676423073227,87,7,sitting,180708858.0,2.8219550499999997,8.256979443764621,"(8.002, 8.683]",sit,3,1940431434.0,9.287898301584029
1,130,on,356.8488372093023,143.09606131315388,86,2,on,163760620976.0,2.1923275725918034,11.214209476493563,"(10.963, 11.368]",on,2,9170594774656.0,12.962397503497158
1,131,top,340.74418604651163,140.07696926597697,86,3,top,243020739.0,1.7263014975000002,8.385643338961243,"(8.002, 8.683]",top,3,972082956.0,8.987703328948905
1,132,of,349.91954022988506,141.82770569289957,87,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,133,a,350.04597701149424,150.37696106676012,87,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,134,well,343.13953488372096,157.55396183274127,86,4,well,3499402816.0,0.8106008265104583,9.543993937090272,"(9.457, 10.331]",well,4,35197664075.0,10.546513842098415
1,135,which,375.66279069767444,171.05118672938855,86,5,which,45720058230.0,2.1174089368766666,10.660106774859418,"(10.331, 10.963]",which,5,1371601746900.0,12.137228029569899
1,136,seems,423.2352941176471,208.1254570742199,85,5,seems,90099684.0,4.864632,7.954723272632771,"(7.37, 8.002]",seem,4,3268466136.0,9.514343989809747
1,137,puzzling,425.9647058823529,226.46146771259657,85,8,puzzling,1710063.0,13.827292,6.233012364384386,"(5.513999999999999, 7.37]",puzzle,6,1710063.0,6.233012364384386
1,138,at,375.2068965517241,155.47654709334967,87,2,at,101347448001.0,2.3622375043898307,11.005812817334867,"(10.963, 11.368]",at,2,5878151984058.0,12.769240810893592
1,140,but,343.74418604651163,146.77066432695855,86,3,but,70760608380.0,1.6043275650000002,10.849791558202854,"(10.331, 10.963]",but,3,4033354677660.0,12.605666413869317
1,141,the,331.1046511627907,106.08398771115463,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,142,reason,358.85057471264366,190.55192350640658,87,6,reason,100673469.0,3.160715,8.002915038074786,"(8.002, 8.683]",reason,6,153821640.0,8.187017440183974
1,143,for,340.8735632183908,142.68625564077203,87,3,for,282476924066.0,1.833892506542838,11.45098297548395,"(11.368, 12.314]",for,3,20338338532752.0,13.308315471913701
1,144,this,341.3103448275862,186.0405251141896,87,4,this,55374642524.0,2.5548914819117647,10.743310935620814,"(10.331, 10.963]",this,4,1716613918244.0,12.234672629447497
1,145,symbol,340.5581395348837,160.85840354731877,86,6,symbol,28186470.0,2.3934561844999998,7.45004070477666,"(7.37, 8.002]",symbol,6,28186470.0,7.45004070477666
1,146,is,348.88505747126436,180.11801204348404,87,2,is,222590526750.0,1.227762287,11.347506677216511,"(10.963, 11.368]",be,2,163261069828920.0,14.21288263804895
1,147,a,328.1511627906977,124.01200297142593,86,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,148,matter,355.44827586206895,256.0950386187369,87,6,matter,219492048.0,2.5777762,8.341418792742296,"(8.002, 8.683]",matter,6,438984096.0,8.64244878741696
1,149,of,327.264367816092,102.37669381511742,87,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,151,There,392.7241379310345,193.22253044365848,87,5,there,13084861448.0,3.3038965259090904,10.116769128408583,"(9.457, 10.331]",there,5,235527506064.0,11.372041633480544
1,152,was,364.28735632183907,165.7827036764648,87,3,was,703498753709.0,1.2721500073913043,11.847263332392869,"(11.368, 12.314]",be,2,163261069828920.0,14.21288263804895
1,154,legend,342.8965517241379,173.0676729102688,87,6,legend,10770970.0,4.5722696,7.032254856587981,"(5.513999999999999, 7.37]",legend,6,10770970.0,7.032254856587981
1,155,has,455.28735632183907,344.64437039879357,87,3,has,9088679520.0,1.7835524307777777,9.958500789888536,"(9.457, 10.331]",have,4,20003102900271.0,13.301097369061095
1,157,a,358.2068965517241,173.22657148417963,87,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,158,fearsome,369.04597701149424,188.07216007803515,87,8,fearsome,1310910.0,5.85701395,6.117573207692417,"(5.513999999999999, 7.37]",fearsome,8,2621820.0,6.418603037710307
1,160,which,375.0232558139535,242.275000615814,86,5,which,45720058230.0,2.1174089368766666,10.660106774859418,"(10.331, 10.963]",which,5,1371601746900.0,12.137228029569899
1,161,lived,363.3837209302326,164.87593685982063,86,5,lived,48952575.0,2.9028397,7.689775550340371,"(7.37, 8.002]",live,4,483974568.0,8.684822541741234
1,162,in,324.90588235294115,107.72856360950398,85,2,in,1410089310634.0,2.173341200590385,12.149246620377085,"(11.368, 12.314]",in,2,212923485905734.0,14.328223567669948
1,163,a,302.56976744186045,100.12163669288935,86,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,164,wood,363.19767441860466,319.3684510466552,86,4,wood,129200970.0,2.16374444,8.11126577757824,"(8.002, 8.683]",wood,4,646004850.0,8.810235779225149
1,165,located,357.7674418604651,204.7166003452293,86,7,located,35455611.0,6.5226827,7.549684986140651,"(7.37, 8.002]",locate,6,35455611.0,7.549684986140651
1,166,just,424.8735632183908,368.9396750525125,87,4,just,5125695051.0,3.42188134125,9.709752764709481,"(9.457, 10.331]",just,4,76885425765.0,10.885844023686083
1,167,outside,342.74117647058824,114.27787280521613,85,7,outside,658744426.0,2.25105858,8.818716954090226,"(8.683, 9.457]",outside,7,4611210982.0,9.66381499353939
1,168,the,323.74418604651163,103.5131348353789,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,169,manor,350.36046511627904,236.70149544947208,86,5,manor,11297421.0,0.3596970286666667,7.052979351544596,"(5.513999999999999, 7.37]",manor,5,90379368.0,7.9560693048998665
1,170,of,353.3333333333333,247.408224312298,87,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,172,A,391.6162790697674,202.01369601819817,86,1,a,2061044570367.0,1.5193215353977476,12.314087383557759,"(11.368, 12.314]",a,1,457551894621474.0,14.660440358008188
1,173,source,365.5348837209302,187.02567912231416,86,6,source,76199952.0,9.196096,7.881954703467593,"(7.37, 8.002]",source,6,76199952.0,7.881954703467593
1,174,of,345.7931034482759,153.23079855663195,87,2,of,4233687063681.0,0.5447372453052813,12.626718753650614,"(12.314, 12.645]",of,2,977981711710311.0,14.990330733542656
1,175,great,333.8045977011494,139.84608142612808,87,5,great,833301072.0,3.258096675,8.920801941045237,"(8.683, 9.457]",great,5,3419768781.0,9.533996743454926
1,176,trouble,358.3103448275862,158.25592390138107,87,7,trouble,58048206.0,3.02301015,7.763788809741568,"(7.37, 8.002]",trouble,7,116096412.0,8.06481880166474
1,177,to,338.4651162790698,131.5688768556042,86,2,to,3126025745885.0,1.0622783505768925,12.494992550538631,"(12.314, 12.645]",to,2,778380410725365.0,14.89119189763423
1,178,the,319.2093023255814,105.9708190998069,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,179,local,308.9418604651163,117.80076446882305,86,5,local,134953572.0,1.8516974,8.13018438732634,"(8.002, 8.683]",local,5,134953572.0,8.13018438732634
1,180,folk,307.4470588235294,121.35176199815155,85,4,folk,10438320.0,3.3323004,7.01863064818002,"(5.513999999999999, 7.37]",folk,4,10438320.0,7.01863064818002
1,181,the,336.04651162790697,145.502367636022,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,184,bringing,374.7142857142857,232.86847062824256,84,8,bringing,19206384.0,7.264096,7.283445630229103,"(5.513999999999999, 7.37]",bring,5,439686243.0,8.643142878518624
1,185,terror,374.5,184.80232682517826,86,6,terror,9093513.0,1.5785595,6.958731739757113,"(5.513999999999999, 7.37]",terror,6,9093513.0,6.958731739757113
1,186,to,347.4235294117647,171.6409858140079,85,2,to,3126025745885.0,1.0622783505768925,12.494992550538631,"(12.314, 12.645]",to,2,778380410725365.0,14.89119189763423
1,187,the,320.5,117.38451145450048,86,3,the,21324013254348.0,1.2265957083593315,13.328868943797067,"(12.645, 13.329]",the,3,1.684597047093492e+16,16.226496035087486
1,188,peaceful,332.1511627906977,230.55056954230037,86,8,peaceful,14353305.0,5.376703,7.156951943731545,"(5.513999999999999, 7.37]",peaceful,8,14353305.0,7.156951943731545
1,190,and,329.51162790697674,117.94582447149165,86,3,and,4411758534679.0,1.6095570581869354,12.644611734519332,"(12.314, 12.645]",and,3,1332351077473058.0,15.124618677476384
